severity,category,address,city,listing_id,page,snippet
HARD,familial,1250 S Denning Dr Unit 108,Winter Park,be02c8a9-db10-4a7e-9657-003093a9580d,,"This thoughtfully designed floor plan maximizes space and privacy, making it ideal for singles, professionals, or couples."
HARD,familial,1409 Embassy Dr,Clearwater,d6bed114-c0c6-499e-81a2-684cd82967d6,,"This spacious 1226 sq ft residence features 2 comfortable bedrooms and 2 modern bathrooms, perfect for families or professionals."
HARD,familial,1421 Ridgecrest Road,Orlando,7e0da0b3-6be8-4c93-8752-9ab6a799c1b8,,"Zoned for top-rated schools like Blankner K-8 and Boone High School, this home is perfect for families."
HARD,familial,1518 Almond Ave,Orlando,8bdec8c0-35ea-4273-b7f5-cece7f337ae9,,Features an open concept with wood and tile flooring downstairs and Luxury Vinyl Plank flooring upstairs perfect for kids and pets.
HARD,familial,1695 W Lake Mary Blvd,Lake Mary,a70a92f7-1e53-4537-a165-220b40496ceb,,You'll get a great sense of flow and connectivity throughout the home as you're greeted with an open formal dining area and living room that are perfect for family gatherings.
HARD,familial,1714 Morgans Mill Circle,Orlando,e7041842-1fd9-47d3-bdb2-fbd9bbaea586,,"Conveniently located near UCF and Fullsail University, this home is ideal for students and professionals alike."
HARD,familial,1746 Stafford Dr,Orlando,ec2cf846-f4ab-44e9-8fa9-731716baad60,,"This beautifully maintained 4-bedroom, 3-bathroom home offers a spacious and well-designed split floor plan, ideal for families, professionals, or anyone who loves to entertain."
HARD,familial,17973 Frame Bend,Land O Lakes,7cd662ae-2f7d-4e0d-bd24-5e621ac638af,,The spacious living area is perfect for family gatherings and entertaining guests.
HARD,familial,2009 E Jefferson St - A,Orlando,ed1a3fd2-7105-4871-a615-b9f15696c6ff,,"This amazing duplex, leased as a single-family property, features a spacious layout perfect for families, roommates, or anyone who needs an extra living quarters!"
HARD,familial,2019 Canopy Terrace Blvd,Deland,7961f478-1ab6-4dbb-a101-5a6bc3e7760d,,This home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,2051 Canopy Terrace Blvd,Deland,2169756e-5004-4ab7-91ab-9ea3b337216b,,This home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,2055 Canopy Terrace Blvd,Deland,ba40dc01-9e9a-46ff-b4a9-472800a46451,,This 2 story home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,2103 Havasu Falls Drive,Deland,ce051dcc-dd0c-47c4-828a-9191d46c2094,,This home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,2104 Canopy Terrace,Deland,3df08ef5-ac1e-465e-8467-88e5400a5aa6,,This home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,2141 Canopy Terrace Blvd,Deland,ca112119-805c-4b45-b1b1-a9729e48bdc0,,This home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,2221 Canopy Terrace Blvd,Deland,5efb70c2-8404-4ea7-9c7d-b4b936a3d651,,This home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,2225 Canopy Terrace Blvd,Deland,f4cf1bb6-a9e2-4f53-94dc-fe41dea29b7b,,This 2 story home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,2510 Lauder Dr,Maitland,c6763025-b577-4b80-87af-63ba23f5c3cd,,"Recently remodeled, this beautiful home is located in a family friendly community in close proximity to playgrounds, parks and walking trails."
HARD,familial,2591 Long Pine Ave,Apopka,d7cb0a6b-c611-42a9-b4a1-ad8be5dc1714,,"Located in a family-friendly, growing Apopka neighborhood, you’ll enjoy easy access to Kelly Park, Rock Springs State Park, and Lake Apopka, as well as local shopping and dining options."
HARD,familial,2609 Emerald Lake Ct,Kissimmee,edc9ebb4-fde5-4e0c-8be6-49dd368751ab,,"Located within the highly sought-after, private gated community of Emerald Lake, this home is clean, bright, and absolutely move-in ready—ideal for first-time buyers, empty nesters, or savvy investors!"
HARD,familial,2623 Emerald Lake Ct,Kissimmee,f236093e-f304-42b3-a8f7-55eaab41b8df,,"Located within the highly sought-after, private gated community of Emerald Lake, this home is clean, bright, and absolutely move-in ready—ideal for first-time buyers, empty nesters, or savvy investors!"
HARD,familial,2673 Emerald Lake Ct,Kissimmee,82f32d76-8a49-40ba-ab43-91060a9926cb,,"Located within the highly sought-after, private gated community of Emerald Lake, this home is clean, bright, and absolutely move-in ready—ideal for first-time buyers, empty nesters, or savvy investors!"
HARD,familial,2681 Emerald Lake Ct,Kissimmee,471b12b8-2fb5-4edb-bbc6-da47f2c44177,,"Located within the highly sought-after, private gated community of Emerald Lake, this home is clean, bright, and absolutely move-in ready—ideal for first-time buyers, empty nesters, or savvy investors!"
HARD,familial,2835 Sutton Rd,Lakeland,849e7a94-9042-44bf-a658-5a02a7d1a8ca,,Charming 3-Bedroom Retreat in Lakeland – Perfect for Families!
HARD,familial,299 Drexel Ln,Debary,61e07eca-19f5-4d13-9fdc-b7459e06f97e,,"of well-designed living space, perfect for families or anyone seeking comfort and convenience."
HARD,familial,3042 Green Park Dr,Deland,4a56f22c-a815-4a8b-af0e-955112f17cff,,This 2 story home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,3062 Green Park Dr,Deland,8ea34d13-3ffa-48bc-a75d-7c0b900c2338,,This home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,35281 Cassis Path,Zephyrhills,86c244d9-3e71-4a32-b3ce-4fe4f89bda8e,,"This newly built, two-story Concord model is perfect for families, with an open-concept design that provides ample room for relaxation and entertaining."
HARD,familial,35281 Cassis Path,Zephyrhills,86c244d9-3e71-4a32-b3ce-4fe4f89bda8e,,"Located in a welcoming, family-friendly neighborhood, future residents will enjoy access to fantastic amenities such as a swimming pool, clubhouse, playground, sports court, and scenic trails."
HARD,familial,35281 Cassis Path,Zephyrhills,86c244d9-3e71-4a32-b3ce-4fe4f89bda8e,,"This newly built, two-story Concord model is perfect for families, with an open-concept design that provides ample room for relaxation and entertaining."
HARD,familial,35281 Cassis Path,Zephyrhills,86c244d9-3e71-4a32-b3ce-4fe4f89bda8e,,"Located in a welcoming, family-friendly neighborhood, future residents will enjoy access to fantastic amenities such as a swimming pool, clubhouse, playground, sports court, and scenic trails."
HARD,familial,3542 Treetop St,Deland,6c5f162e-e82d-41ed-b294-34fb62b0a542,,This home provides ample space for a comfortable living experience and is perfect for families or individuals looking for a peaceful place to call home.
HARD,familial,3703 E North Bay St,Tampa,173627eb-c2ec-42d7-8192-7431c661f03b,,"Each bedroom provides ample space and storage, perfect for families or roommates."
HARD,familial,4761 Willamette Cir,Orlando,47b30088-1927-49d2-96f2-aca5f085daaf,,"Two additional spacious bedrooms share an updated guest bath, perfect for family or guests."
HARD,familial,786 Oak Burl Ct,Sanford,3d7e16b6-0731-43bd-8ae4-28dae01cdb8e,,"The home boasts a large living room, perfect for family gatherings, and a separate formal living room, ideal for hosting guests in style."
HARD,familial,824 Wood Briar Loop,Sanford,b08902fd-59f9-4d01-9a31-b648d222b1a5,,"This beautiful 4-bedroom, 3-bathroom home perfectly balances luxury and comfort, with spacious living areas that are ideal for family gatherings or hosting friends."
HARD,familial,8400 Pippen Dr,Orlando,afa86428-41d9-4664-8658-770b8cfbdb91,,"Upstairs, the 3rd, 4th, and 5th bedrooms each include walk-in closets, with the 3rd and 4th bedrooms connected by a spacious Jack-and-Jill bathroom—perfect for family living or visiting guests."
HARD,familial,869 Brutus Terrace,Lake Mary,33df8001-b35e-4009-9077-5d5ff0ae58b7,,"Upstairs, you’ll find the luxurious master suite with an en-suite bath, plus two additional bedrooms and another full bathroom—ideal for families, roommates, or guests."
HARD,familial,Avenues of Baldwin Park,Orlando,cafe0a37-ded5-4728-a623-9e5a89d6b257,,"of comfortable living  ideal for families, roommates, or anyone who values extra space."
HARD,familial,Case Residences,Tampa,c2642698-3800-47d5-b5aa-5c25473caaa3,,"It's an easy fit for professionals who need a home office or empty nesters hosting visiting family, with room to spare."
HARD,familial,Janie B Apartments,Tampa,16709393-475a-47b5-a932-c731b9c4b725,,The home is in walking distance to dozen of  urban diners and local family friendly hang out spots.
HARD,familial,Mission Club Apartments,Orlando,55635c12-a996-43a7-af65-240b84092d2b,,"of beautifully designed living space, this 3-bedroom, 2-bathroom floor plan is perfect for families, roommates, or anyone who loves to spread out, relax, and enjoy life in style."
HARD,familial,Mission Club Apartments,Orlando,53f167a1-121b-4b9c-a150-b3ad4704dbcf,,"of flexible living space, perfect for families, roommates, or anyone who loves room to live, work, and entertain."
HARD,familial,Napiers Cir.,Orlando,90791133-34e0-4cf8-891a-bbc587b60f09,,"Perfect for students and budget-conscious renters, this home offers:"
HARD,familial,Salisbury Apartments,Deland,34f24df7-a15c-45da-80f4-9305b2279f51,,"Steps from vibrant Downtown DeLand (0.3 miles): award-winning restaurants, boutique shops, live music, Athens Theatre, Museum of Art - DeLand Historic charm all around: enjoy the DeLand Mural Walk, Sculpture Walk, and we"
HARD,familial,The Roberson,Orlando,25ac0fa7-92a5-4b54-94d3-c37c40fe770a,,"- Lifestyle Amenities: The area boasts family-friendly parks, accessible public transit, and walkable streets leading to grocery stores and restaurants."
HARD,familial,The Roberson,Orlando,b2e3ab97-f92c-4c09-a9be-591a86f4dcc6,,"- Lifestyle Amenities: The area boasts family-friendly parks, accessible public transit, and walkable streets leading to grocery stores and restaurants."
HARD,familial,The Roberson,Orlando,3a928e57-6664-49e4-82bb-5c0c2592c7a2,,"- Lifestyle Amenities: The area boasts family-friendly parks, accessible public transit, and walkable streets leading to grocery stores and restaurants."
HARD,familial,Westshore Flats I,Tampa,7da99b99-de7a-4c21-9793-771323d96560,,"Upgraded units include quartz countertops, stainless steel appliances, hardwood-inspired flooring, soaking tubs, and an in-home washer and dryer — comfortable enough for professionals working from home or empty nesters h"
HARD,familial,Westshore Marina Flats,Tampa,d6a331e5-36a6-4c41-8ac5-59d3afaacc4c,,"Upgraded units include quartz countertops, stainless steel appliances, hardwood-inspired flooring, soaking tubs, and an in-home washer and dryer — comfortable enough for professionals working from home or empty nesters h"
HARD,religion,1310 Fairview Avenue,Winter Park,76fac962-2a84-4f36-9a36-60e0368eeb3f,,"Margaret Mary Catholic School, Park Maitland School, Orangewood Christian School, and Trinity Preparatory School."
HARD,religion,Raven Place,Richmond,a49a10dd-3775-4358-8e82-43fff8521312,,"Located in Richmond's vibrant East End, Raven's Place places you just minutes from downtown Richmond, VCU Medical Center, Church Hill, Shockoe Bottom, local restaurants, shopping, and major employers, offering the ideal "
HARD,religion,Raven Place,Richmond,18a41785-b694-4e8f-a257-a6e9ae85af0e,,"Located in the heart of Richmond's historic East End, Raven's Place places you just minutes from downtown Richmond, VCU Medical Center, Church Hill, Shockoe Bottom, and some of the city's best dining, shopping, and enter"
HARD,religion,Raven Place,Richmond,eed73076-dd84-45f1-8284-d3ad4aaf3c5b,,"Located in the heart of Richmond's historic East End, this spacious apartment places you just minutes from Church Hill, Shockoe Bottom, downtown Richmond, VCU Medical Center, shopping, dining, and entertainment."
HARD,school_steering,1 E King St,Orlando,f91039a6-18dd-4aef-8722-742c44046795,,"Schools: Zoned for sought-after Orange County public schools, including Princeton Elementary (0.5 miles), and near several respected private institutions."
HARD,school_steering,100 Bantry Dr.,Lake Mary,9515c92d-c897-4e62-ae1f-c6cebe3449fb,,"Zoned for Lake Mary Elementary School, Greenwood Lakes Middle School and Lake Mary High School."
HARD,school_steering,1000 Huntington Ct,Longwood,38f874b5-5942-48f5-8144-1f98ee68323c,,"Location & School Zoning Situated in a convenient pocket of Longwood, the home is zoned for respected Seminole County Schools:"
HARD,school_steering,1000 Huntington Ct,Longwood,38f874b5-5942-48f5-8144-1f98ee68323c,,"Schools: Woodlands Elementary, Rock Lake Middle, and Lyman High School."
HARD,school_steering,1000 Parma Cir,Lake Mary,205aff91-49ed-4b6a-9bad-14034ce94dcb,,"Zoned for Crystal Lake Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,10008 Canopy Tree Ct,Orlando,cb70c9fb-be94-49ce-afca-2c291e70bf36,,"Zoned for highly rated schools: Sand Lake Elementary, Southwest Middle School, and Dr."
HARD,school_steering,10008 Canopy Tree Ct,Orlando,cb70c9fb-be94-49ce-afca-2c291e70bf36,,Phillips High School.
HARD,school_steering,10067 John Adams Way,Orlando,f765c037-1deb-4f3c-bded-632260bbe0b9,,"Families will appreciate being zoned for highly-rated Riverdale Elementary School, Corner Lake Middle School, and University High School, ensuring excellent educational opportunities."
HARD,school_steering,1010 Winderley Place,Maitland,0d0a4254-3230-4282-9197-fc6f426ab76f,,"Zoned for Lake Sybelia Elementary School, Lockhart Middle School, and Edgewater High School."
HARD,school_steering,10109 Marsh Pine Cir,Orlando,24721c56-6bf1-4f0a-a9f8-1dba9694e9bc,,"Close proximity to excellent schools adds an extra layer of appeal, promising an enriching environment for education and growth."
HARD,school_steering,1011 Palmer St,Orlando,807ae2f7-27e1-46b6-8cec-03c5d72daaa7,,"Set on a quaint, tree-lined street, this home offers all the character Lake Davis/Greenwood is known for—mature oaks draped in Spanish moss, brick streets, and timeless architecture—while being just minutes from Downtown"
HARD,school_steering,1013 Cypress Ave,Sanford,5f4133e9-35df-406c-b5f5-f95c60ef0639,,It is zoned for Seminole High School and is professionally Leased and Managed by Atrium Management.
HARD,school_steering,1013 Cypress Ave,Sanford,5f4133e9-35df-406c-b5f5-f95c60ef0639,,It is zoned for Seminole High School and is professionally Leased and Managed by Atrium Management.
HARD,school_steering,10160 Hidden Dunes Lane,Orlando,9fa4f0a9-d8b5-44c2-8343-e84c0fab57ba,,"Zoned for top-rated schools: Moss Park Elementary, Innovation Middle School, and Lake Nona High School."
HARD,school_steering,10226 Fiddley Aly,Orlando,f23c1b4e-f207-4b18-b93c-193aecc12d89,,"Enjoy ultimate convenience—just minutes from Lake Nona Town Center, top-rated schools, parks, hospitals, restaurants, and shopping."
HARD,school_steering,10226 Fiddley Aly,Orlando,f23c1b4e-f207-4b18-b93c-193aecc12d89,,The location also provides proximity to highly rated schools and an on-site restaurant.
HARD,school_steering,103 Northwood Drive,Longwood,be90850c-cbf8-4160-afa7-04a1ed56e188,,Immaculate 3 Bed 2 Bath Duplex Near Lake Brantley High School
HARD,school_steering,103 Northwood Drive,Longwood,be90850c-cbf8-4160-afa7-04a1ed56e188,,"Zoned for Forest City Elementary School, Teague Middle School and Lake Brantley High School."
HARD,school_steering,10304 Rostand Aly,Orlando,5d12a692-3d8c-4c5a-8647-06cbba938b6d,,Access to top-rated schools in the Lake Nona area
HARD,school_steering,1036 Shadowmoss Cir,Lake Mary,4194f179-de6a-4743-8d16-9f3f644c7789,,"Zoned for top-rated schools: Heathrow Elementary, Markham Woods Middle, and Seminole High."
HARD,school_steering,10401 Lavande Drive,Orlando,fb94b5db-cfcd-4b22-ba75-230eb1c4a598,,"Zoned for Castleview Elementary, Horizon West Middle School, and Windermere High School."
HARD,school_steering,10414 Andover Point Cir,Orlando,f6970372-63bc-4ee9-851f-4a19b2b7bef2,,"Conveniently located near UCF, Waterford Lakes Town Center, major highways, shopping, dining, and top-rated schools, this home offers the perfect balance of comfort and accessibility."
HARD,school_steering,10424 Sun Villa Blvd.,Orlando,9d8f8839-5de4-474a-b6a1-5e4453c9548d,,"Zoned for Arbor Ridge Elementary School, Corner Lake Middle School,  University High School and UCF."
HARD,school_steering,1043 Hornbeam St,Oviedo,08b1ccb2-bd7c-4a7e-a19f-b24f33ea7410,,"Located just minutes from restaurants and UCF, this home is also zoned for top-rated schools: Stenstrom Elementary, Chiles Middle School, and Oviedo High School."
HARD,school_steering,105 Brierwood Drive,Sanford,6cb0b838-f22f-44f4-b986-f7225162fe93,,Located in the highly rated Seminole County school district!
HARD,school_steering,105 N. Weathersfield Avenue,Altamonte Springs,56339ac9-52c8-4bac-9a94-7c3878cb9122,,Zoned for Lake Brantley High School.
HARD,school_steering,10523 Cresto Del Sol Cir,Orlando,e1c513dc-0b94-4b69-b066-e354ebfbc8c4,,"Zoned for Arbor Ridge Elementary School, Corner Lake Middle School and University High School."
HARD,school_steering,10563 County Road 237,Oxford,6351142e-0a7b-4513-9a2c-7b68e79a8200,,Charming 3 Bedroom 2 Bathroom Ranch Home w/2 Car Garage Zoned for Horses and Livestock!
HARD,school_steering,108 Sycamore Ct,Sanford,37cde735-486b-4649-aac0-fdd62558bb2e,,"Zoned for Region 2 Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,109 James Avenue,Orlando,8ee98513-d7c7-40a3-87df-8f7d9298153c,,Zoned for Lake Como K-8 and Edgewater HIgh School.
HARD,school_steering,109 James Avenue Unit 2,Orlando,e096b010-e645-4476-bfd4-eb746bc0ea40,,Zoned for Lake Como K-8 and Edgewater HIgh School.
HARD,school_steering,110 Sycamore Ct,Sanford,278077a6-fd24-4474-a64a-ede7ec5c0b20,,"Zoned for NW Region 2 Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,1100 Lake Shadow Circle #2306,Maitland,4a0b4a41-50a5-4865-bb4d-0128a9b1c5aa,,"Zoned for Lake Sybelia Elementary School, Lockhart Middle School, and Edgewater High School, this home provides access to some of the area's top-rated public schools."
HARD,school_steering,1100 Lowry Ave,Lakeland,91ddba88-36e7-4e4a-8a09-5b553c8562f6,,"Schools nearby are Crystal Lake Elementary, Crystal Lake Middle, and Lakeland Senior High School."
HARD,school_steering,1102 Levensor Court,Sanford,144f768c-edf8-467c-9960-5a5a71e3b07f,,"This home is zoned for excellent schools: Region 1 Elementary, Markham Woods Middle, and Seminole High School."
HARD,school_steering,1111 Pepperdine Lane,Sanford,f48f5f4c-1500-4930-880a-5dbe20ee8867,,"Zoned for Region 1 Elementary School, Markham Woods Middle School, and Seminole High School."
HARD,school_steering,1111 Peralta Court,Sanford,c7d7a227-fb62-4754-bd67-4a26c25b60e0,,"Zoned for Region 1 Elementary School, Markham Woods Middle School, and Seminole High School."
HARD,school_steering,1119 S. Pennsylvania Avenue,Winter Park,2e8055dd-fba9-4c21-9a27-fd13bfe93999,,"Zoned for highly rated Winter Park schools, this location truly supports an elevated lifestyle."
HARD,school_steering,112 Cory Lane,Winter Springs,c485eda5-302e-4c3a-9f35-f4b9b27133e1,,"Highly-Rated Schools: Located within the prestigious Seminole County School District, this home is zoned for:"
HARD,school_steering,112 Cory Lane,Winter Springs,c485eda5-302e-4c3a-9f35-f4b9b27133e1,,Layer Elementary School (9/10 GreatSchools Rating)
HARD,school_steering,112 Cory Lane,Winter Springs,c485eda5-302e-4c3a-9f35-f4b9b27133e1,,Indian Trails Middle School
HARD,school_steering,112 Cory Lane,Winter Springs,c485eda5-302e-4c3a-9f35-f4b9b27133e1,,Winter Springs High School
HARD,school_steering,112 Willowbay Ridge,Sanford,2099d22c-ea62-4723-b489-24ae1239a744,,"Zoned for Bentley Elementary School, Markham Woods Middle School, and Seminole High School."
HARD,school_steering,11213 Moonshine Creek Circle,Orlando,d9afcec3-ce60-444c-924f-c09c72b8090c,,"Zoned for Cypress Springs Elementary School, Legacy Middle School, and University High School."
HARD,school_steering,1123 Travertine Terrace,Sanford,71f9dedf-058e-44de-a257-7eca260f3912,,"Zoned for Region 1 Elementary School, Sanford Middle School and Seminole High School."
HARD,school_steering,11242 Savannah Landing Circle,Orlando,829a8570-c5ef-45e4-b91d-50c3b0015e0e,,"Zoned for Eagle Creek Elementary School, Lake Nona Middle School and Lake Nona High School."
HARD,school_steering,1126 Vineland Place,Lake Mary,54c9d23a-f21f-4da3-bad9-50d68ebea09f,,"Zoned for Region 2 Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,113 N. High Street,Lake Mary,ff409f56-7a00-47a8-8117-a4bc728caa16,,"Zoned for Lake Mary Elementary School, Millennium Middle School, and Lake Mary High School."
HARD,school_steering,1131 Kersfield Cir,Lake Mary,b35a99b6-7b87-4013-bf8d-b355796c453c,,"Zoned for Heathrow Elementary School, Markham Woods Middle School and Seminole High School."
HARD,school_steering,114 Cory Lane,Winter Springs,5a8c6d65-3bb0-4924-a3ae-e888b793decd,,"Highly-Rated Schools: Located within the prestigious Seminole County School District, this home is zoned for:"
HARD,school_steering,114 Cory Lane,Winter Springs,5a8c6d65-3bb0-4924-a3ae-e888b793decd,,Layer Elementary School (9/10 GreatSchools Rating).
HARD,school_steering,114 Cory Lane,Winter Springs,5a8c6d65-3bb0-4924-a3ae-e888b793decd,,Indian Trails Middle School.
HARD,school_steering,114 Cory Lane,Winter Springs,5a8c6d65-3bb0-4924-a3ae-e888b793decd,,Winter Springs High School.
HARD,school_steering,1144 Cathcart Circle,Sanford,bdb39f63-e195-4c26-ac8c-fa894b311d90,,"Zoned for Region 1 Elementary Schools, Sanford Middle School and Seminole High School."
HARD,school_steering,1148 Kersfield Cir,Heathrow,c1a843fc-f02e-4730-bcf8-91e3185dda0a,,"Zoned for Heathrow Elementary School, Markham Woods Middle School and Seminole High School."
HARD,school_steering,116 W. 19th Street,Apopka,2a667a38-dd8a-494b-a09f-735634dc3e1b,,"Location & School Zone: Nestled in a prime location with easy access to the 429 Expressway, this property is zoned for highly-regarded schools:"
HARD,school_steering,116 W. 19th Street,Apopka,2a667a38-dd8a-494b-a09f-735634dc3e1b,,Middle: Sanford Middle School
HARD,school_steering,116 W. 19th Street,Apopka,2a667a38-dd8a-494b-a09f-735634dc3e1b,,High: Seminole High School
HARD,school_steering,118 Lewfield Circle,Winter Park,5e7a0414-c341-42b9-bd57-22dab5cfd735,,"Zoned for English Estates Elementary School, Tuskawilla Middle School and Lake Howell High School."
HARD,school_steering,1181 Dekleva Drive,Apopka,879c78d0-c04d-4f97-8961-c357b99485cf,,"Located near top-rated schools including Wolf Lake Elementary, Wolf Lake Middle, and Apopka High, and just minutes from dining, shopping, and entertainment options."
HARD,school_steering,11993 Charades St,Orlando,f80b757c-ca43-4df4-ae4d-dbb8af96aaa8,,"Located just minutes from Medical City, major roadways like SR-417, top-rated schools, shopping, and dining, this home truly has it all!"
HARD,school_steering,120 N. Cervidae Drive,Apopka,e94a9249-6dad-4afd-bbce-d59aaba98a88,,"Zoned for Apopka Elementary School, Apopka Middle School, Apopka High School."
HARD,school_steering,1208 Cloverlawn Ave,Orlando,ec39c9d1-ba3e-4e49-81b5-31176cb23970,,"Zoned for Lake Como Elementary School, Lake Como Middle School and Boone High School."
HARD,school_steering,1210 Cloverlawn Ave,Orlando,14c5d5d7-0368-40aa-aa49-10a415144151,,- Close to Lake Como Elementary School and William R Boone High School.
HARD,school_steering,"12220 Wild Iris Way, #112",Orlando,f0adddab-6303-4b97-8f5f-73bab047d244,,"Zoned for Hunters Creek Elementary, Hunters Creek Middle School and Freedom High School."
HARD,school_steering,1224 Sebastian Cove,Lake Mary,808eaa06-598d-4c33-83cb-62da23954f4e,,"Zoned for Heathrow Elementary School, Markham Woods Middle School, Seminole High School."
HARD,school_steering,1224 Travertine Terrace,Sanford,252cb2f3-2c1f-40cb-857b-9ec4b6f8dd54,,"Zoned for Region 1 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,12262 Fox Hound Lane,Orlando,d6866c71-1d82-499c-9337-6ba8c280bf0c,,"Zoned for University High School, Corner Lake Middle School and Riverdale Elementary School."
HARD,school_steering,124 Becket Ln,Heathrow,2d3f69f3-dd64-4dc8-97ca-e1de58d01096,,"Zoned for Heathrow Elementary School, Markham Woods Middle School, Seminole High School."
HARD,school_steering,12407 Ballentrae Forest Dr,Riverview,02903c0a-4dd5-488e-aa77-ca1cc956e145,,"Zoned for the  Sessums Elementary, Rodgers Middle, Riverview High School."
HARD,school_steering,1245 Alafia Way,Poinciana,72cd3236-6cd7-4d22-a9cc-57ed8a9b738c,,Zoned for Lake Marion Creek Middle and Haines City Senior High School.
HARD,school_steering,1246 Fox Hedge Ln,Saint Cloud,a5e6202d-8721-4ff0-91c3-065a7926395c,,"Location: Situated in the 34771 zip code, you are minutes away from Lake Nona’s Medical City, top-rated schools, and the turnpike, while still enjoying the peace and quiet of Saint Cloud."
HARD,school_steering,126 E Concord St Unit A,Orlando,25f69510-8eb1-4737-a4cc-33790445043c,,"TOP-TIER EDUCATION Located within the sought-after Orange County Public School zones, including the historic Howard Middle School Academy of Arts and the innovative Lake Como School (K-8)."
HARD,school_steering,126 E Concord St Unit B,Orlando,f82f52f5-6c78-4d11-a52a-759b548c65d6,,"TOP-TIER EDUCATION Located within the sought-after Orange County Public School zones, including the historic Howard Middle School Academy of Arts and the innovative Lake Como School (K-8)."
HARD,school_steering,126 E Concord St Unit C,Orlando,6b16d099-8b03-4a9a-8d49-874a9f59d3ec,,"TOP-TIER EDUCATION Located within the sought-after Orange County Public School zones, including the historic Howard Middle School Academy of Arts and the innovative Lake Como School (K-8)."
HARD,school_steering,126 Water Street,Lake Helen,d763e13b-e3a2-47a6-8f6d-5521c98699b4,,"Located in the heart of Lake Helen, this home is zoned for Volusia Pines Elementary, Deland Middle, and Deland High School districts."
HARD,school_steering,126 Water Street,Lake Helen,d763e13b-e3a2-47a6-8f6d-5521c98699b4,,Just one block away from Ivy Hawn Charter School and Creative Arts Daycare.
HARD,school_steering,126 Water Street,Lake Helen,a48a3f98-de8e-483a-8c7d-b76bf40a61ae,,"Located on the second floor above commercial office space, the apartment is within the Volusia Pines Elementary, Deland Middle, and Deland High School districts."
HARD,school_steering,126 Water Street,Lake Helen,a48a3f98-de8e-483a-8c7d-b76bf40a61ae,,It is just one block away from Ivy Hawn Charter School and Creative Arts Daycare and offers great proximity to the market in the park.
